$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,<$bug
-0.444,-1.02363,-0.10604,-0.10837,-0.25255,-0.20724,-0.18369,0.08576,-0.36124,-0.31122,-0.13566,1.33991,1.64233,-1.12865,0.93975,-1.0405,-0.80134,0.2116,-0.22112,-0.17307,1
-0.58043,1.33285,-0.10604,-0.31284,-0.46863,-0.20497,-0.18369,-0.35629,-0.59686,0.47001,-0.40033,-1.13748,-0.31959,1.76871,0.11578,0.76304,-0.39092,-0.31826,-0.35092,-0.72404,0
-0.58043,0.15461,-0.10604,-0.26172,-0.63068,-0.21403,-0.07006,-0.4668,-0.51832,1.87622,-0.39083,-1.13748,-0.31959,1.29389,1.55773,0.76304,-0.39092,-0.28279,-0.22112,-0.17307,1
-0.17115,0.15461,-0.10604,-0.15948,-0.25255,-0.14833,-0.18369,-0.02475,-0.20417,-0.37372,-0.29415,0.10122,-0.31959,0.60347,-0.56878,0.76304,0.84034,-0.27403,-0.22112,-0.25654,1
-0.30758,0.15461,-0.10604,-0.26172,-0.46863,-0.14606,-0.18369,-0.24578,-0.20417,0.23564,-0.37022,-1.13748,-0.31959,-0.18386,-0.56069,-1.0405,-0.80134,-0.35541,-0.35092,-0.37711,0
0.16991,-1.02363,-0.10604,0.50505,0.66575,-0.22763,0.21403,0.96986,0.18853,-0.9362,0.25422,1.33991,0.85756,-1.12865,-0.85098,-1.0405,-0.80134,0.19509,0.29806,-0.11568,1
-0.23936,0.15461,-0.10604,-0.2106,-0.33358,-0.16645,-0.18369,-0.02475,-0.12563,-0.31122,-0.2989,0.72057,-0.31959,0.34103,-0.461,0.76304,0.0195,-0.26252,-0.35092,-0.35673,1
-0.444,-1.02363,-0.10604,-0.2106,-0.3876,-0.20724,-0.01324,-0.4668,-0.6754,0.30922,1.8502,-1.12847,-0.31959,-1.12865,-0.89129,-1.0405,-0.80134,3.77292,-0.22112,0.08928,1
-0.85328,-1.02363,-0.10604,-0.46619,-0.76572,-0.22763,-0.24051,-0.57732,-0.91102,1.87622,-0.45422,-1.13748,-0.31959,-1.12865,2.99967,-1.0405,-0.80134,-0.41453,-0.48071,-1.09136,0
-0.30758,0.15461,0.03773,-0.2106,0.04455,-0.22763,-0.18369,-0.13527,-0.20417,-1.63931,-0.19113,-1.13748,-0.31959,0.55098,-0.11564,0.76304,-0.39092,-0.03451,0.03847,-0.07105,1
-0.51221,1.33285,-0.10604,-0.26172,-0.57666,-0.19364,-0.18369,-0.24578,-0.51832,0.37626,-0.4146,-1.13748,-0.31959,1.55409,-0.20465,-1.0405,-0.80134,-0.38919,-0.35092,-0.47914,0
0.85204,-1.02363,0.32529,0.04499,0.31464,0.50875,0.27085,-0.4668,0.81684,0.07627,0.6346,-1.13748,-0.31959,-1.12865,0.8121,-1.0405,-0.80134,0.15453,0.81724,0.70986,1
-0.58043,1.33285,-0.10604,-0.31284,-0.65769,-0.22763,-0.12687,-0.4668,-0.51832,1.87622,-0.40826,-1.13748,-0.31959,1.32081,0.43621,-1.0405,-0.80134,-0.33852,-0.35092,-0.35673,1
-0.51221,-1.02363,6.93906,2.08972,0.69276,-0.19364,2.60035,4.50626,-0.43978,0.37626,0.99912,1.33991,-0.31959,-1.12865,1.39751,-1.0405,-0.80134,3.373,-0.35092,-0.32615,0
-0.71685,-1.02363,-0.10604,-0.36396,-0.6847,-0.22083,-0.12687,-0.57732,-0.75394,1.87622,-0.39558,-1.13748,-0.31959,-1.12865,0.59643,-1.0405,-0.80134,-0.15274,-0.35092,-0.47914,1
-0.71685,-1.02363,-0.10604,-0.15948,-0.54965,-0.22763,-0.01324,-0.35629,-0.6754,-1.40494,-0.33218,1.33991,-0.31959,-1.12865,1.39751,-1.0405,-0.80134,0.16817,-0.35092,-0.47914,1
